Subsystems,t0000_1,t0000_2,t0005,t0060,t1440,t2880,Genes
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST1,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,CHST7,CHST3
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,0,0,HS6ST3,HS6ST2,HS6ST1
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST1,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,0,0,GNS
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Lysine Metabolism",0.03948908,0.03948908,0.03948908,0.03948908,0.03948908,0,AASS
"Lysine Metabolism",0.03948908,0.03948908,0.03948908,0.03948908,0.03948908,0,AASS
"Nucleotides",0,0,0,0,0,0,PAPSS2,PAPSS1
"Tyrosine metabolism",0,0,0,0,0,0,COMTD1,COMT
"Tyrosine metabolism",0,0,0,0,0,0,COMTD1
"Histidine Metabolism",0,0,0,0,0,0,HNMT
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,PIPOX
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,0,0,SARDH
"Sphingolipid Metabolism",0,0,0,0,0,0,SGPP1
"Sphingolipid Metabolism",0,0,0,0,0,0,SGPP1
"Fructose and Mannose Metabolism",0,5,5,0,0,5,SORD
"Fructose and Mannose Metabolism",0,5,5,0,0,5,AKR1A1,AKR1B1,AKR7A2
"Transport, Peroxisomal",0,0,0,0,0,0,SCP2
"Transport, Peroxisomal",0,0,0,0,0,0,SCP2
"Bile Acid Biosynthesis",0,0,0,0,0,0,SCP2
"Bile Acid Biosynthesis",0,0,0,0,0,0,SCP2
"Bile Acid Biosynthesis",0,0,0,0,0,0,SCP2
"Selenoamino acid metabolism",0,0,0,0,0,0,AHCYL1,AHCY,AHCYL2
"Selenoamino acid metabolism",0,0,0,0,0,0,
"Selenoamino acid metabolism",0,0,0,0,0,0,
"Selenoamino acid metabolism",0,0,0,0,0,0,PAPSS2,PAPSS1
"Selenoamino acid metabolism",0,0,0,0,0,0,SCLY
"Selenoamino acid metabolism",0,0,0,0,0,0,SCLY
"Selenoamino acid metabolism",0,0,0,0,0,0,CTH
"Selenoamino acid metabolism",0,0,0,0,0,0,CBS
"Selenoamino acid metabolism",0,0,0,0,0,0,MAT2B,MAT1A,MAT2A
"Selenoamino acid metabolism",0,0,0,0,0,0,SEPHS2,SEPHS1
"Transport, Extracellular",0,0,0,0,0,0,SLC13A1
"Transport, Extracellular",100,-100,-0.04765539,100,100,100,SLC1A4,SLC1A5
"Transport, Extracellular",0.006148386,0.004555857,100,100,99.94895,-0.1,SLC1A5
"Transport, Extracellular",100,-99.90456,-0.1023446,-100,-100,-99.84763,SLC1A4,SLC1A5
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC7A10,SLC3A2
"Transport, Extracellular",100,100,100,100,100,100,SLC7A10,SLC3A2
"Transport, Extracellular",100,100,100,100,100,100,SLC1A5
"Transport, Extracellular",-100,100,-100,-100,-100,-100,SLC7A10,SLC3A2
"Transport, Extracellular",-100,100,-100,-99.84746,0.1510506,-100,SLC7A10,SLC3A2
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,SDS
"Transport, Extracellular",-100,-100,-100,99.95,100,-100,SLC3A1,SLC7A7
"Sphingolipid Metabolism",0.002732612,0.002732612,0.002732612,0.002732612,0.002732612,0.002732612,SPTLC1,SPTLC2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC1A4,SLC1A5
"Transport, Extracellular",-100,-100,-100,100,-100,-100,SLC6A14,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",-100,100,0.2013742,-100,-100,100,SLC38A5
"Transport, Peroxisomal",0,0,0,0,0,0,
"Tyrosine metabolism",0,0,0,0,0,0,ESD
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,0,0,SGPL1
"Sphingolipid Metabolism",0,0,0,0,0,0,SGPL1
"N-Glycan Degradation",0,0,0,0,0,0,NEU4,NEU2
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"N-Glycan Degradation",0,0,0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Sphingolipid Metabolism",0,0,0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST3GAL5
"Sphingolipid Metabolism",0,0,0,0,0,0,SPHK2
"Cysteine Metabolism",0,0.01720713,0,0,0,0,
"Cysteine Metabolism",0,-0.01720713,0,0,0,0,MDH1B,MDH1
"Cysteine Metabolism",0,0,0,0,0,0,MDH2
"Sphingolipid Metabolism",0,0,0,0,0,0,SMPD3
"Sphingolipid Metabolism",0,0,0,0,0,0,SMPD3
"Sphingolipid Metabolism",0,0,0,0,0,0,
"Sphingolipid Metabolism",0.002732612,0.002732612,0.002732612,0.002732612,0.002732612,0.002732612,SGMS1
"Transport, Extracellular",49.95173,100,49.95173,69.0316,100,49.95173,SLC26A6
"Transport, Extracellular",-100,-100,-100,61.84027,-0.09653038,100,SLC26A1,SLC26A9,SLC26A7,SLC26A8,SLC26A3,SLC26A2,SLC26A11
"Transport, Extracellular",0,-100,100,-100,-100,-100,SLC26A6
"Transport, Extracellular",100,-0.07932324,-100,100,100,-100,SLC13A4
"Transport, Extracellular",-100,100,-100,-100,-100,100,SLC13A1
"Cholesterol Metabolism",0.007449485,0.007449485,0.007449485,0.007449485,0.007449485,0.007449485,SOAT1
"Cholesterol Metabolism",0,0,0,0,0,0,SOAT1
"Cholesterol Metabolism",0,0,0,0,0,0,SOAT1
"Cholesterol Metabolism",0,0,0,0,0,0,SOAT1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,0,0,SPHK2
"Sphingolipid Metabolism",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"beta-Alanine metabolism",0,0,0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,0,0,SRM
"ROS Detoxification",0,0,0.0006991248,0.0006279929,0,0,SOD1
"ROS Detoxification",0,0,0,0,0,0,SOD3
"ROS Detoxification",0,0,0,0,0,0,SOD2
"ROS Detoxification",0.0006473805,0.0005019522,0,0,0,0.0005879878,SOD1
"ROS Detoxification",0,0,0,0,0,0,SOD1
"Tetrahydrobiopterin",0,0,0,0,0,0,SPR
"Urea cycle/amino group metabolism",0,0,0,0,0,0,SMS
"Tetrahydrobiopterin",0,0,0,0,0,0,SPR
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,AGXT
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,SQLE
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,FDFT1
"Steroid Metabolism",0,0,0,0,0,0,SRD5A1,SRD5A2
"Steroid Metabolism",0,0,0,0,0,0,SRD5A1,SRD5A2
"Tryptophan metabolism",0,0,0,0,0,0,IDO1
"Tryptophan metabolism",0,0,0,0,0,0,AANAT
"Tryptophan metabolism",0,0,0,0,0,0,INMT
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC6A4
"Transport, Extracellular",100,100,100,100,100,100,SLC22A1,SLC22A2
"Glutamate metabolism",0,0,0,0,0,0,ALDH5A1
"Sphingolipid Metabolism",0,0,0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST3GAL2
"Blood Group Biosynthesis",0,0,0,0,0,0,ST3GAL3
"Blood Group Biosynthesis",0,0,0,0,0,0,ST3GAL6
"Blood Group Biosynthesis",0,0,0,0,0,0,ST3GAL6
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC3,ST6GALNAC6,ST6GALNAC5
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC6
"Sphingolipid Metabolism",0,0,0,0,0,0,ST6GALNAC6
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA1
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA1
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,0,0,ST8SIA5
"Blood Group Biosynthesis",0,0,0,0,0,0,ST8SIA5
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,0,0,STS
"Transport, Mitochondrial",0,0,0,0,0,0,SLC25A10
"Transport, Extracellular",100,100,100,-100,100,100,SLC13A2
"Transport, Extracellular",-100,-100,-100,100,-100,-100,SLC13A3
"Transport, Peroxisomal",0,0,0,0,0,0,
"Citric Acid Cycle",0.08207361,0.08207361,0.09390083,0.08207361,0.102908,0.08207361,SDHA,SDHB,SDHC,SDHD
"Citric Acid Cycle",999.0776,998.9557,999.0624,1000,999.0841,0.01741201,SUCLG2,SUCLG1
"Citric Acid Cycle",-1000,-1000,-1000,-998.6183,-1000,0.1057606,SUCLG1,SUCLA2
"Galactose metabolism",0,0,0,0,0,0,SI,MGAM
"Cysteine Metabolism",0.09653038,0.07932324,0.09653038,0.09653038,0.09653038,0.09653038,SUOX
"Limonene and pinene degradation",0,0,0,0,0,0,HADHA,HADHB,AUH
"Limonene and pinene degradation",0,0,0,0,0,0,ECH1,EHHADH
"Ubiquinone Biosynthesis",0,0,0,0,0,0,
"Stilbene, coumarine and lignin biosynthesis",0,0,0,0,0,0,TYR
"Transport, Extracellular",0,0,0,0,0,0,
"Pentose Phosphate Pathway",0.9226705,0.6383736,-0.08304877,0.3431585,-0.5914447,-0.01402601,TALDO1
"Transport, Extracellular",0,0,0,0,0,0,SLC6A6
"Taurine and hypotaurine metabolism",0,0,0,0,0,0,SLC6A6
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",-100,100,-100,-100,-100,-100,SLCO1B1,SLCO4A1,SLCO1B3,SLCO1A2
"Transport, Extracellular",-82.39342,-100,-100,100,100,100,SLC10A1,SLC10A2
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,ABCB11,ABCC3
"Transport, Extracellular",82.39342,-100,100,-100,-100,-100,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Thiamine Metabolism",0,0,0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,0,0,TGDS
"Thiamine Metabolism",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Tetrahydrobiopterin",0.04579337,0.04579337,0.04579337,0.04579337,0.04579337,0.04579337,PCBD1
"Transport, Peroxisomal",0,0,0,0,0,0,
"NAD Metabolism",1000,1000,0.5635737,1000,1000,1000,NNT
"Transport, Extracellular",0,0,0,0,0,0,SLC19A1
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Mitochondrial",365.1825,-999.4041,-995.505,999.3183,671.7929,998.9611,
"Transport, Extracellular",0,-100,42.62506,-100,100,-100,SLC28A3,SLC28A1
"Transport, Extracellular",100,0,-100,0,-100,0,SLC28A3
"Transport, Extracellular",0,0,0,0,0,0,SLC19A1
"Transport, Mitochondrial",0,0,0,0,0,0,
"Thiamine Metabolism",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Thiamine Metabolism",0,0,0,0,0,0,THTPA
"Transport, Extracellular",0,0,0,0,0,0,SLC19A1
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLC19A2,SLC19A3
"Transport, Peroxisomal",0,0,0,0,0,-0.03948908,
"Transport, Extracellular",100,-100,100,-100,-100,-100,SLC1A4,SLC1A5
"Transport, Extracellular",100,100,100,100,100,100,SLC1A5
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC1A4,SLC1A5
"Glycine, Serine, and Threonine Metabolism",0.02686918,0.02686918,0.02686918,0.02686918,0.02686918,0.02686918,SDS
"Transport, Extracellular",100,100,100,100,100,100,SLC1A5
"Transport, Extracellular",-100,46.7611,-100,-100,-100,-100,SLC7A10,SLC3A2
"Transport, Extracellular",-100,-100,-100,-100,100,-100,SLC7A10,SLC3A2
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,THNSL1
"Transport, Extracellular",-100,-100,-100,100,-100,-100,SLC1A4,SLC1A5
"Transport, Extracellular",-99.2,-100,-100,-100,-100,100,SLC6A14,SLC38A2,SLC38A1
"Transport, Extracellular",-100,100,57.37494,100,0,100,SLC29A1,SLC29A2
"Transport, Lysosomal",0,0,0,0,0,0,SLC29A3
"Transport, Mitochondrial",0,0,0,0,0,0,SLC29A1
"Transport, Extracellular",0,0,0,0,0,0,SLC29A2
"Transport, Extracellular",100,-24.95,100,-100,-100,-100,SLCO1B1,SLCO4A1,SLCO1C1,SLCO1A2
"Transport, Extracellular",-100,24.95,-100,100,100,100,SLC16A2
"Tyrosine metabolism",0,0,0,0,0,0,TPO
"Pentose Phosphate Pathway",0.9226705,0.6383736,-0.08304877,0.3431585,-0.5914447,-0.01402601,TKT,TKTL1,TKTL2
"Pentose Phosphate Pathway",0.9226705,0.6383736,-0.08304877,0.3431585,-0.5914447,-0.01402601,TKT,TKTL1,TKTL2
"Lysine Metabolism",0,0,0,0,0,0,ALDH9A1
"Nucleotides",0,0,0,0,0,0,TK1,TK2
"Nucleotides",0,0,0,0,0,0,TK2
"Thiamine Metabolism",0,0,0,0,0,0,TPK1
"Pyrimidine Catabolism",0,0,0,0,0,0,TYMP
"Thiamine Metabolism",0,0,0,0,0,0,
"Nucleotides",0.002573871,0.002573871,0.002573871,0.002573871,0.002573871,0.002573871,TYMS
"Lysine Metabolism",0,0,0,0,0,0,TMLHE
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Glycolysis/Gluconeogenesis",-1.108451,0.8867851,-0.1135927,-0.1135927,0.3858324,1.54067,tcag7.1015,TPI1
"Nucleotides",1.721019,0.008594688,1.73188,1.305673,1.740851,0.008594688,TXNRD1
"Miscellaneous",0,0,0,0,0,0,TXNRD1
"Miscellaneous",0,0,0,0,0,0,TXNRD1
"Nucleotides",0,0,0,0,0,0,TXNRD2,TXNRD3
"Starch and Sucrose Metabolism",0,0,0,0,0,0,ATHL1
"Starch and Sucrose Metabolism",0,0,0,0,0,0,TREH
"Transport, Extracellular",0,0,0,0,0,0,
"Tyrosine metabolism",0,0,0,0,0,0,SULT1A1
"Transport, Extracellular",-100,100,-99.95173,-100,-100,-100,SLCO1B1,SLCO4A1,SLCO1B3,SLCO1C1,SLCO1A2
"Transport, Extracellular",100,-100,99.95173,100,100,100,SLC16A2
"Fructose and Mannose Metabolism",0,1.000378,0,0,0,1.654262,
"Tryptophan metabolism",0,0,0,0,0,0,TPH2,TPH1
"Tryptophan metabolism",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,TDO2
"Transport, Extracellular",100,-99.95,100,100,-99.95,100,SLC16A10
"Transport, Extracellular",-99.95,100,-99.95,-99.95,100,-99.95,SLC6A14
"Tryptophan metabolism",0,0,0,0,0,0,ABP1,AOC2,MAOA,MAOB
"Vitamin D",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,ABCC1
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Steroid Metabolism",0,0,0,0,0,0,SULT2A1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLC13A1
"Transport, Extracellular",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Eicosanoid Metabolism",0,0,0,0,0,0,TBXAS1
"Transport, Extracellular",0,0,0,0,0,0,
"Tyrosine metabolism",0,0,0,0,0,0,SULT1A1,SULT1A3
"Tyrosine metabolism",0,0,0,0,0,0,TH
"Tyrosine metabolism",0,0,0,0,0,0,TYRP1
"Tyrosine metabolism",0,0.08948908,0,0,0,0,DDC
"Tyrosine metabolism",0,0,0,0,0,0,TYR
"Tyrosine metabolism",0,0,0,0,0,0,TYR
"Tyrosine metabolism",0,0.08948908,0,0,0,0,MAOA,MAOB
"Tyrosine metabolism",0.08948908,0,0.08948908,0.08948908,0.08948908,0.08948908,GOT1
"Tyrosine metabolism",0,0,0,0,0,0,GOT2,TAT
"Transport, Extracellular",-99.95,100,-99.95,100,100,-99.95,SLC16A10
"Transport, Extracellular",100,-99.95,100,-99.95,-99.95,100,SLC6A14
"Aminosugar Metabolism ",0,0,0,0,0,0,GNE
"Aminosugar Metabolism ",0,0,0,0,0,0,GALE
"Aminosugar Metabolism ",0,0,0,0,0,0,
"Aminosugar Metabolism ",0,0,0,0,0,0,UAP1,UAP1L1
"Transport, Lysosomal",0,0,0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG5
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG5
"Pentose and Glucuronate Interconversions",0,0,0,0,0,0,
"Galactose metabolism",0,0,0,0,0,0,GALE
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35A2
"Starch and Sucrose Metabolism",0,0,0,0,0,0,UGDH
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,SLC35D1
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35D2,SLC35A3,SLC35B4
"Nucleotide Sugar Metabolism",0,0,0,0,0,0,UXS1
"Pentose and Glucuronate Interconversions",0,0,0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,0,0,ENPP1,ENPP2,ENPP3
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35B4
"Transport, Lysosomal",0,0,0,0,0,0,
"Galactose metabolism",0,0,0,0,0,0,B4GALT1,LALBA,B4GALT2
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,SLC35D1
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35A2
"Sphingolipid Metabolism",0,0,0,0,0,0,UGCG
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35D2
"Galactose metabolism",996.6823,996.6823,-1000,-1000,-1000,996.6823,GALT
"Steroid Metabolism",0,0,0,0,0,0,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT2B28,UGT1A10,UGT1A8,UGT2B7,UGT2B17
"Steroid Metabolism",0,0,0,0,0,0,UGT2B28,UGT1A10,UGT1A8
"Vitamin A Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Vitamin A Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,0,0,UGT2B28,UGT1A10,UGT1A8,UGT2B4
"Steroid Metabolism",0,0,0,0,0,0,UGT2B28
"Nucleotides",1000,1000,1000,1000,1000,1000,CMPK1
"Nucleotides",0.01477425,0.01477425,-999.9405,-999.8777,12.32959,0.01220037,CMPK1
"Nucleotides",999.9939,999.9954,1000,1000,1000,1000,CMPK1
"Nucleotides",1000,1000,1000,1000,992.1774,1000,CMPK1
"Nucleotides",500.0031,500.0023,1000,1000,999.9979,500.0021,CMPK1
"Nucleotides",1000,-1000,1000,1000,1000,1000,CMPK1
"Nucleotides",0,-499.9977,-0.001495527,-0.003241447,-499.999,0,CMPK1
"Nucleotides",-1000,-1000,-1000,-1000,-1000,-999.9974,CMPK1
"Nucleotides",0,0,-499.9992,-499.9989,0,-499.9986,CMPK1
"Nucleotides",-1000,1000,-0.04472419,-1000,-1000,-1000,CMPK1
"Nucleotides",0,0,0,0.0008477743,0,0.0008886946,CMPK1
"Nucleotides",-1000,-1000,-1000,-0.06725504,-1000,-1000,CMPK1
"Nucleotides",-499.9969,0,-499.9993,-499.9987,-499.999,-0.004358853,CMPK1
"Nucleotides",0,0,0,0,0,0,
"Nucleotides",-1000,-1000,-1000,-1000,-1000,-1000,CMPK1
"Arginine and Proline Metabolism",0,0,0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,0,0,
"Heme Biosynthesis",0,0,0,0,0,0,UROS
"Heme Biosynthesis",0,0,0,0,0,0,UROD
"Pyrimidine Catabolism",0,0,0,0,0,0,UPB1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,SLC29A2
"Histidine Metabolism",0.01745811,0.01745811,0.01745811,0.01745811,0.01745811,0.01745811,UROC1
"Transport, Extracellular",-91.76797,-94.71541,-91.76812,99.95105,-91.76812,99.95105,SLC5A1,SLC5A5,SLC14A1,SLC14A2
