Subsystems,t0005,t0060,t1440,t2880,Genes
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST1,CHST3
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate biosynthesis",0,0,0,0,CHST4,CHST5,CHST6,CHST2
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GNS
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,GNS
"Heparan sulfate degradation",0,0,0,0,GNS
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Chondroitin sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Lysine Metabolism",0.03955105,0.03954152,0.03949385,0.03950815,AASS
"Lysine Metabolism",0.03955105,0.03954152,0.03949385,0.03950815,AASS
"Nucleotides",0,0,0,0.001,PAPSS2,PAPSS1
"Tyrosine metabolism",0,0,0,0,COMTD1,COMT
"Tyrosine metabolism",0,0,0,0,COMTD1
"Histidine Metabolism",0,0,0,0,HNMT
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,PIPOX
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,SARDH
"Sphingolipid Metabolism",0,0,0,0,SGPP1
"Sphingolipid Metabolism",0,0,0,0,SGPP1
"Fructose and Mannose Metabolism",0,0,0,0,SORD
"Fructose and Mannose Metabolism",0,0,0,0,AKR1A1,AKR1B1,AKR7A2
"Transport, Peroxisomal",0,0,0,0,SCP2
"Transport, Peroxisomal",0,0,0,0,SCP2
"Bile Acid Biosynthesis",0.001,0,0,0,SCP2
"Bile Acid Biosynthesis",0,0,0,0,SCP2
"Bile Acid Biosynthesis",0.001,0,0,0,SCP2
"Selenoamino acid metabolism",0,0,0,0,AHCYL1,AHCY,AHCYL2
"Selenoamino acid metabolism",0,0,0,0,
"Selenoamino acid metabolism",0,0,0,0,
"Selenoamino acid metabolism",0,0,0,0,PAPSS2,PAPSS1
"Selenoamino acid metabolism",0,0,0,0,SCLY
"Selenoamino acid metabolism",0,0,0,0,SCLY
"Selenoamino acid metabolism",0,0,0,0,CTH
"Selenoamino acid metabolism",0,0,0,0,CBS
"Selenoamino acid metabolism",0,0,0,0,MAT2B,MAT1A,MAT2A
"Selenoamino acid metabolism",0,0,0,0,SEPHS2,SEPHS1
"Transport, Extracellular",0,0,0,0,SLC13A1
"Transport, Extracellular",-99.85,-100,-100,100,SLC1A4,SLC1A5
"Transport, Extracellular",-100,-100,0.001,0.001,SLC1A5
"Transport, Extracellular",-100,-100,-100,-100,SLC1A4,SLC1A5
"Transport, Extracellular",-100,-100,-100,-100,SLC7A10,SLC3A2
"Transport, Extracellular",100,100,100,100,SLC7A10,SLC3A2
"Transport, Extracellular",100,100,0.001,0.001,SLC1A5
"Transport, Extracellular",-100,-100,-100,80.75473,SLC7A10,SLC3A2
"Transport, Extracellular",-100,-100,100,-100,SLC7A10,SLC3A2
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,SDS
"Transport, Extracellular",100,83.64985,99.95,100,SLC3A1,SLC7A7
"Sphingolipid Metabolism",0.002716501,0.00271898,0.002731372,0.002727655,SPTLC1,SPTLC2
"Transport, Extracellular",-100,-100,100,19.34327,SLC1A4,SLC1A5
"Transport, Extracellular",-100,100,-100,-100,SLC6A14,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",100,-100,-99.3,-100,SLC38A5
"Transport, Peroxisomal",0,0,0.1193928,0,
"Tyrosine metabolism",0,0,-0.03926985,-0.1656046,ESD
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,SGPL1
"Sphingolipid Metabolism",0,0,0,0,SGPL1
"N-Glycan Degradation",0,0,0,0,NEU4,NEU2
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Keratan sulfate degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"N-Glycan Degradation",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Sphingolipid Metabolism",0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,ST3GAL5
"Sphingolipid Metabolism",0,0,0,0,SPHK2
"Cysteine Metabolism",0,0,0,0.09653667,
"Cysteine Metabolism",0,0,0,-0.09653667,MDH1B,MDH1
"Cysteine Metabolism",0,0,0,0,MDH2
"Sphingolipid Metabolism",0,0,0,0,SMPD3
"Sphingolipid Metabolism",0,0,0,0,SMPD3
"Sphingolipid Metabolism",0,0,0,0,
"Sphingolipid Metabolism",0.002716501,0.00271898,0.002731372,0.002727655,SGMS1
"Transport, Extracellular",49.95222,-50.04827,100,100,SLC26A6
"Transport, Extracellular",-100,100,-0.09653195,0,SLC26A1,SLC26A9,SLC26A7,SLC26A8,SLC26A3,SLC26A2,SLC26A11
"Transport, Extracellular",-100,-100,-100,-100,SLC26A6
"Transport, Extracellular",100,100,100,100,SLC13A4
"Transport, Extracellular",100,100,-100,-100,SLC13A1
"Cholesterol Metabolism",0.007405565,0.007412322,0.007446107,0.007435971,SOAT1
"Cholesterol Metabolism",0,0,0,0,SOAT1
"Cholesterol Metabolism",0,0,0,0,SOAT1
"Cholesterol Metabolism",0,0,0,0,SOAT1
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,SPHK2
"Sphingolipid Metabolism",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"beta-Alanine metabolism",0,0,0.001,0,
"Urea cycle/amino group metabolism",0,0,0.001,0,SRM
"ROS Detoxification",0,0,0,0,SOD1
"ROS Detoxification",0,0,0,0,SOD3
"ROS Detoxification",0,0.0005975489,0,0,SOD2
"ROS Detoxification",0.03096465,0,0,0,SOD1
"ROS Detoxification",0,0,0,0,SOD1
"Tetrahydrobiopterin",0,0,0,0,SPR
"Urea cycle/amino group metabolism",0,0,0,0,SMS
"Tetrahydrobiopterin",0,0,0,0,SPR
"Glycine, Serine, and Threonine Metabolism",0,0,0.1193928,0,AGXT
"Cholesterol Metabolism",0.01872733,0.0167426,0.01681891,0.01679601,SQLE
"Cholesterol Metabolism",0.01872733,0.0167426,0.01681891,0.01679601,FDFT1
"Steroid Metabolism",0,0,0,0,SRD5A1,SRD5A2
"Steroid Metabolism",0,0,0,0,SRD5A1,SRD5A2
"Tryptophan metabolism",0,0,0,0,IDO1
"Tryptophan metabolism",0,0,0,0,AANAT
"Tryptophan metabolism",0,0,0,0,INMT
"Transport, Extracellular",-100,-100,-100,-100,SLC6A4
"Transport, Extracellular",100,100,100,100,SLC22A1,SLC22A2
"Glutamate metabolism",0,0,0.001,0.001,ALDH5A1
"Sphingolipid Metabolism",0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,ST3GAL2
"Sphingolipid Metabolism",0,0,0,0,ST3GAL2
"Blood Group Biosynthesis",0,0,0,0,ST3GAL3
"Blood Group Biosynthesis",0,0,0,0,ST3GAL6
"Blood Group Biosynthesis",0,0,0,0,ST3GAL6
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC2
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC3,ST6GALNAC6,ST6GALNAC5
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC6
"Sphingolipid Metabolism",0,0,0,0,ST6GALNAC6
"Sphingolipid Metabolism",0,0,0,0,ST8SIA1
"Sphingolipid Metabolism",0,0,0,0,ST8SIA1
"Sphingolipid Metabolism",0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,ST8SIA5
"Sphingolipid Metabolism",0,0,0,0,ST8SIA5
"Blood Group Biosynthesis",0,0,0,0,ST8SIA5
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Steroid Metabolism",0,0,0,0.001,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Steroid Metabolism",0,0,0,0,STS
"Transport, Mitochondrial",0,0,0,0,SLC25A10
"Transport, Extracellular",100,100,100,100,SLC13A2
"Transport, Extracellular",-100,-100,-100,-100,SLC13A3
"Transport, Peroxisomal",0,0,0,0,
"Citric Acid Cycle",0.2598379,0.06616304,0.2712312,0.07510613,SDHA,SDHB,SDHC,SDHD
"Citric Acid Cycle",998.6164,-1000,-1000,1000,SUCLG2,SUCLG1
"Citric Acid Cycle",-1000,999.0171,998.3321,-999.9667,SUCLG1,SUCLA2
"Galactose metabolism",0,0,0,0,SI,MGAM
"Cysteine Metabolism",0.09555083,0.09654769,0.09653195,0,SUOX
"Limonene and pinene degradation",0,0,0,0,HADHA,HADHB,AUH
"Limonene and pinene degradation",0,0,0,0,ECH1,EHHADH
"Ubiquinone Biosynthesis",0,0,0,0,
"Stilbene, coumarine and lignin biosynthesis",0,0,0,0,TYR
"Transport, Extracellular",0,0,0,0,
"Pentose Phosphate Pathway",0.7333175,0.9555277,-0.01484776,-0.01449467,TALDO1
"Transport, Extracellular",0,0,0,0,SLC6A6
"Taurine and hypotaurine metabolism",0.001,0,0,0,SLC6A6
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,SLCO1B1,SLCO4A1,SLCO1B3,SLCO1A2
"Transport, Extracellular",-75.1611,-100,100,100,SLC10A1,SLC10A2
"Transport, Extracellular",-100,-100,-100,-100,ABCB11,ABCC3
"Transport, Extracellular",75.1601,100,-100,-100,
"Transport, Peroxisomal",0.001,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Thiamine Metabolism",0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,
"Nucleotide Sugar Metabolism",0,0,0,0,TGDS
"Thiamine Metabolism",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Tetrahydrobiopterin",0.04581817,0.04581435,0.04579527,0.045801,PCBD1
"Transport, Peroxisomal",0.001,0,0,0,
"NAD Metabolism",0.4501526,0.4158313,1000,1000,NNT
"Transport, Extracellular",-0.001,-0.001,-0.001,-0.001,SLC19A1
"Transport, Lysosomal",0,0,0,0,
"Transport, Mitochondrial",999.8923,1000,1000,999.9001,
"Transport, Extracellular",-100,-100,-100,100,SLC28A3,SLC28A1
"Transport, Extracellular",0,0,100,-100,SLC28A3
"Transport, Extracellular",0,0,0,0,SLC19A1
"Transport, Mitochondrial",0,0,0,0,
"Thiamine Metabolism",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Thiamine Metabolism",0,0,0,0,THTPA
"Transport, Extracellular",0,0,0,0,SLC19A1
"Transport, Mitochondrial",0,0,0,0,
"Transport, Extracellular",0,0,0,0,SLC19A2,SLC19A3
"Transport, Peroxisomal",0,0,0,0,
"Transport, Extracellular",-100,-100,100,-100,SLC1A4,SLC1A5
"Transport, Extracellular",-100,100,0.001,0.001,SLC1A5
"Transport, Extracellular",-100,-100,-100,-80.55673,SLC1A4,SLC1A5
"Glycine, Serine, and Threonine Metabolism",0.02700555,0.02698457,0.02687967,0.02691114,SDS
"Transport, Extracellular",-100,100,0.001,0.001,SLC1A5
"Transport, Extracellular",100,-100,99.498,-100,SLC7A10,SLC3A2
"Transport, Extracellular",-100,-100,-100,99.95,SLC7A10,SLC3A2
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,THNSL1
"Transport, Extracellular",-100,-100,0.552,100,SLC1A4,SLC1A5
"Transport, Extracellular",0.05,-100,100,-100,SLC6A14,SLC38A2,SLC38A1
"Transport, Extracellular",100,100,0,0,SLC29A1,SLC29A2
"Transport, Lysosomal",0,0,0,0,SLC29A3
"Transport, Mitochondrial",0,0,0,0,SLC29A1
"Transport, Extracellular",0,0,0,0,SLC29A2
"Transport, Extracellular",100,100,0.1930639,100,SLCO1B1,SLCO4A1,SLCO1C1,SLCO1A2
"Transport, Extracellular",-100,-100,-0.1930639,-100,SLC16A2
"Tyrosine metabolism",0,0,0,0,TPO
"Pentose Phosphate Pathway",0.7333175,0.9555277,-0.01484776,-0.01449467,TKT,TKTL1,TKTL2
"Pentose Phosphate Pathway",0.7333175,0.9555277,-0.01484776,-0.01449467,TKT,TKTL1,TKTL2
"Lysine Metabolism",0,0,0,0,ALDH9A1
"Nucleotides",0,0,0,0,TK1,TK2
"Nucleotides",0,1.795617,0,243.7023,TK2
"Thiamine Metabolism",0,0,0,0,TPK1
"Pyrimidine Catabolism",0,0,0,0,TYMP
"Thiamine Metabolism",0,0,0,0,
"Nucleotides",0.003558696,0.003561031,0.002572704,0.002569202,TYMS
"Lysine Metabolism",0,0,0,0,TMLHE
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Glycolysis/Gluconeogenesis",0.8103278,0.5874683,1.539582,1.543957,tcag7.1015,TPI1
"Nucleotides",0.009544016,0.009551812,0.00859079,0.008579096,TXNRD1
"Miscellaneous",0,0,0,0,TXNRD1
"Miscellaneous",0,0,0,0,TXNRD1
"Nucleotides",0,0,0,0,TXNRD2,TXNRD3
"Starch and Sucrose Metabolism",0,0,0,0,ATHL1
"Starch and Sucrose Metabolism",0,0,0,0,TREH
"Transport, Extracellular",0,0,0,0,
"Tyrosine metabolism",0,0,0,0,SULT1A1
"Transport, Extracellular",0.09577542,100,-100,100,SLCO1B1,SLCO4A1,SLCO1B3,SLCO1C1,SLCO1A2
"Transport, Extracellular",-0.09577542,-100,100,-100,SLC16A2
"Fructose and Mannose Metabolism",0,0,0,0,
"Tryptophan metabolism",0,0,0,0,TPH2,TPH1
"Tryptophan metabolism",0.04895511,0.04895415,0.04894938,0.04895081,TDO2
"Transport, Extracellular",-99.95,100,100,100,SLC16A10
"Transport, Extracellular",100,-99.95,-99.95,-99.95,SLC6A14
"Tryptophan metabolism",0,0,0,0,ABP1,AOC2,MAOA,MAOB
"Vitamin D",0,0,0,0,
"Transport, Extracellular",0,0,0,0,ABCC1
"Transport, Endoplasmic Reticular",0,0,0,0,
"Steroid Metabolism",0,0,0,0,SULT2A1
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,SLC13A1
"Transport, Extracellular",0,0,0,0,
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Eicosanoid Metabolism",0,0,0,0,TBXAS1
"Transport, Extracellular",0,0,0,0,
"Tyrosine metabolism",0,0,0,0,SULT1A1,SULT1A3
"Tyrosine metabolism",0,0,0,0,TH
"Tyrosine metabolism",0,0,0,0,TYRP1
"Tyrosine metabolism",0,0,0,0,DDC
"Tyrosine metabolism",0,0,0,0,TYR
"Tyrosine metabolism",0,0,0,0,TYR
"Tyrosine metabolism",0,0,0,0,MAOA,MAOB
"Tyrosine metabolism",0.08955105,0.08954152,0.08949385,0.08950815,GOT1
"Tyrosine metabolism",0,0,0,0,GOT2,TAT
"Transport, Extracellular",100,-99.95,100,-99.95,SLC16A10
"Transport, Extracellular",-99.95,100,-99.95,100,SLC6A14
"Aminosugar Metabolism ",0,0,0,0,GNE
"Aminosugar Metabolism ",0,0,0,0,GALE
"Aminosugar Metabolism ",0,0,0,0,
"Aminosugar Metabolism ",0.001,0.004,0,0.001,UAP1,UAP1L1
"Transport, Lysosomal",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,ALG5
"N-Glycan Biosynthesis",0,0,0,0,ALG5
"Pentose and Glucuronate Interconversions",0,0,0,0,
"Galactose metabolism",0,0,0,0,GALE
"Transport, Golgi Apparatus",0,0,0,0,SLC35A2
"Starch and Sucrose Metabolism",0.001,0.004,0,0.001,UGDH
"Transport, Endoplasmic Reticular",0,0,0,0,SLC35D1
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0.001,0.001,
"Transport, Golgi Apparatus",0,0,0,0,SLC35D2,SLC35A3,SLC35B4
"Nucleotide Sugar Metabolism",0,0,0,0,UXS1
"Pentose and Glucuronate Interconversions",0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,ENPP1,ENPP2,ENPP3
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,SLC35B4
"Transport, Lysosomal",0,0,0,0,
"Galactose metabolism",0,0,0,0,B4GALT1,LALBA,B4GALT2
"Transport, Endoplasmic Reticular",0,0,0,0,SLC35D1
"Transport, Golgi Apparatus",0,0,0,0,SLC35A2
"Sphingolipid Metabolism",0,0,0.001,0.001,UGCG
"Transport, Golgi Apparatus",0,0,0,0,SLC35D2
"Galactose metabolism",996.7009,996.6949,996.6828,996.6863,GALT
"Steroid Metabolism",0,0,0,0,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT2B28,UGT1A10,UGT1A8,UGT2B7,UGT2B17
"Steroid Metabolism",0,0,0,0,UGT2B28,UGT1A10,UGT1A8
"Vitamin A Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Vitamin A Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT1A10,UGT1A8
"Steroid Metabolism",0,0,0,0,UGT2B28,UGT1A10,UGT1A8,UGT2B4
"Steroid Metabolism",0,0,0,0,UGT2B28
"Nucleotides",1000,1000,1000,1000,CMPK1
"Nucleotides",999.9528,-3.406194,-1000,999.9536,CMPK1
"Nucleotides",375,-125,375,375,CMPK1
"Nucleotides",1000,1000,996.6655,0.06283637,CMPK1
"Nucleotides",500,500,500,500,CMPK1
"Nucleotides",0.06287987,-1.412366,3.355434,-0.00885073,CMPK1
"Nucleotides",375,-125,375,375,CMPK1
"Nucleotides",-1000,-1000,1000,0.00585875,CMPK1
"Nucleotides",375,-125,375,375,CMPK1
"Nucleotides",-1000,4.828984,-1000,-1000,CMPK1
"Nucleotides",-1000,-1000,-1000,-1000,CMPK1
"Nucleotides",-1000,-1000,-1000,-1000,CMPK1
"Nucleotides",375,-125,375,375,CMPK1
"Nucleotides",0,0,0,0,
"Nucleotides",-1000,1000,-1000,-1000,CMPK1
"Arginine and Proline Metabolism",0,0,0,0,
"Arginine and Proline Metabolism",0,0,0.001,0,
"Heme Biosynthesis",0.002,0.002,0,0.001,UROS
"Heme Biosynthesis",0.002,0.002,0,0.001,UROD
"Pyrimidine Catabolism",0,0,0,0,UPB1
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,SLC29A2
"Histidine Metabolism",0.01764997,0.01762045,0.01747287,0.01751714,UROC1
"Transport, Extracellular",99.95104,-91.6675,99.95105,-94.51162,SLC5A1,SLC5A5,SLC14A1,SLC14A2
"Transport, Extracellular",-100,91.61854,-100,94.46267,SLC5A1
"Urea cycle/amino group metabolism",0,0,0,0,AQP9
"Nucleotides",0,0,0,0,
"Pyrimidine Biosynthesis",0,999.9947,741.8367,999.9977,UCK2,UCK1
"Transport, Extracellular",0,100,0,0,SLC29A1,SLC29A2
"Transport, Extracellular",-100,-100,-100,-100,SLC28A3,SLC28A2,SLC28A1
"Transport, Extracellular",100,0,100,100,SLC28A3
"Ascorbate and Aldarate Metabolism",1000,1000,1000,1000,
"Transport, Nuclear",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,SLC29A3
"Transport, Mitochondrial",0,0,0,0,SLC29A1
"Transport, Nuclear",0,0,-0.005145407,0,
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0,0.2159342,0,0,BCAT1
"Valine, Leucine, and Isoleucine Metabolism",0.03636114,-0.1795855,0.03628647,0.03630514,BCAT2
"Transport, Extracellular",-99.95,-99.95,-12.67618,-99.95,SLC6A14
"Transport, Mitochondrial",0.03636114,-0.1795855,0.03628647,0.03630514,
"Transport, Extracellular",100,100,12.72618,100,SLC43A2,SLC43A1
"Vitamin D",0,0,0,0,
"Vitamin D",0,0,0,0,CYP27A1
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Vitamin D",0,0,0,0,CYP27A1
"Transport, Extracellular",100,-100,100,100,
"Transport, Extracellular",100,-100,100,100,
"Transport, Mitochondrial",1000,0,1000,1000,
"Transport, Mitochondrial",1000,0,1000,1000,
"Bile Acid Biosynthesis",0.001,0,0,0,SLC27A2
"Bile Acid Biosynthesis",0,0,0,0,SLC27A2
"Bile Acid Biosynthesis",0.001,0,0,0,SLC27A2
"Bile Acid Biosynthesis",0,0,0,0,SLC27A2
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Purine Catabolism",0,0,0,0,XDH
"Transport, Peroxisomal",0,0,0,0,
"Purine Catabolism",0,0,0,0,XDH
"Purine Catabolism",0,0,0,0,XDH
"Transport, Mitochondrial",0,0,0,0,
"Transport, Mitochondrial",0.001,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Endoplasmic Reticular",-0.001,0,0,0,
"Transport, Endoplasmic Reticular",-0.001,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0.001,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Pentose and Glucuronate Interconversions",0.001,0.005502557,0,0,XYLB
"Pentose and Glucuronate Interconversions",0.001,0.005502557,0,0,
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,XYLT1,XYLT2
"Transport, Extracellular",0,0,0,0,
"Pentose and Glucuronate Interconversions",0.001,0.005502557,0,0,DCXR
"Transport, Extracellular",0,0,0,0,SLC2A3
"Transport, Lysosomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"",1.127179,1.128207,1.13335,1.131807,
"Demand",-0.2998296,-0.3001032,-0.301471,-0.3010606,GYG1,GYG2
